URL,Label
davidellisutah.com/,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7cqL21dI5hXIY9dDLOoT-_2eKRwpz292mTmDNPf5DFNptVPRSYUQVE3o8cQkdkHtSLDZ-YtKsyS9wP4X0CFCL6CAlHDzbU7444vDCaSDdtWiWKUUQMnLOCwRsKiFw9sATMpc7wK-t2Uf7BEFBR6APAlfEo4eH2YfDK-k3CM2Hk0B7gm4hVU9eirt5hCow_bEjkyVtsWUkkqti112VW1sU_pKaJjEhg\%3D\%3D&attredirects=0',1
docs.google.com/spreadsheet/viewform?formkey=dGlmeFN0aWpUSnNVWGdtOGNqTzA0QXc6MQ,1
halstedresearch.org.uk/p3.htm,0
silverringthing.com/,0
en.wikipedia.org/wiki/Category:Pornographic_films_by_decade,0
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=uajorjaus.battle.net/d3/en/index&amp;app=com-d3,0
goldlabel.com/blue-mountain-state/,0
http://distractify.com/post/related/id/541831a34a0c4be0088b63df/skip/40/limit/10/back/0,0
youtube.com/watch?v=qKV7qNn3Y3Q,0
metrodemontreal.com/green/jolicoeur/,0
at1ce.org/themenreihe.p?c=Sports%20venues%20in%20the%20United%20States,0
nbcactionnews.com/dpp/lifestyle/fashion/the-garment-district-boutique-stopped-by-nbc-action-news-midday-to-show-kc-how-to-dress-better,0
https://www.artclayworld.com,0
https://jpostck.com/,1
tools.ietf.org/html/rfc1646,1
https://www.ultimate-tech-news.com,0
https://oticasupervisao.com.br/?referrer=yahoo,1
news.ktab.co.uk/,0
https://www.physicsclassroom.com,0
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%BE%8E%E5%B0%91%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2Fjxhij3DPP7KlJegH+%E5%A5%B3%E5%AD%90%E7%94%9F%E5%BE%92%E3%81%AE%E7%9D%80%E6%9B%BF%E3%81%88%E3%82%92%E8%A6%97%E3%81%84%E3%81%A6%E7%8B%BC%E3%81%AB%E5%A4%89%E3%82%8F%E3%82%8B%E4%B8%AD%E5%B9%B4%E7%94%B7+%23ero+%23douga+%23agesage,0
http://organisasi.bulungan.go.id/public/cgrvoe7mnz6h8rffwxavvfubzjpzkb25/,1
berklee.edu/focused/roots/,0
https://www.chf.de,0
www.bsgrafix.com/cms/html/,1
https://www.learnthat.org,0
http://mtxfmwdbyg.lie4fsrch.club/vnafvra97w/?q=3717065149&id=100,1
gocumberlandathletics.com/mbasketball/coaches/140/17/,0
naturefront.org,1
metacafe.com/watch/1329432/hurt_clothing_at_fox_and_hound_schaumburg_il_for_ufc_83_on_sat/,0
http://distractify.com/post/related/id/54fb1d794a0c4bad7661ff5a/skip/10/limit/10/back/0,0
npra.gov.gh/pdf/index.html,0
http://www.zakiehtejarat.com,1
http://www.solo-juegos.com,1
mp3bear.com/?q=muzik+qytetare,0
code.google.com/p/savefileto/,1
https://mzposlstele.web.app/,1
yahoo.hk.century-idc.com/page/vote.php?pid=36,1
http://www.mondiallogistics-eg.com/dansk30nl1n3s3cur3d/l0dg0ingsxx.html,1
glassdoor.com/Salary/Pembroke-Hill-School-Salaries-E356475.htm,0
http://www.stormloader.com,1
groundbreakfilms.com/wp-includes/css/index.php,1
tools.ietf.org/html/rfc2582,0
scaffoldersforum.com/scaffolding-pictures-videos/8377-absorber-scaffolds-fiddlers-ferry-power-station.html,0
https://www.te-sostanj.si,0
https://ruskonsalting.com,1
www.stbcomputer.com/autodesk/components/www.paypal.com/dk/cgi-bin/webscr/cmd-login/d40668908864176d70bfd127d940e9d6/login.htm,1
https://page-review-002011.firebaseapp.com/,1
www.websitepublisher.net/article/javascript_primer/,1
http://www.a0617278.xsph.ru,1
https://ichocruz.gob.ar/uploads/images/resized/servicegold/end.php,1
https://dimgraygainsboroapplicationprogrammer.sausecutys.repl.co/,1
https://www.sampoornainstitutions.org,0
http://www.starpaircarry.com,1
www.cs.mun.ca/~gstarkes/wmaker/themes/,0
http://sardineroabogados.com/img/curricullum/Cab.php,1
en.wikipedia.org/wiki/Raphael_Saadiq,0
www.worldofspectrum.org/tbosg/,0
home.comcast.net/~Jmckenna1/index2.html,0
www.geoffknagge.com/webdevelopment/,1
people.mcgill.ca/frank.mucciardi/,0
https://tf2post.com/,1
kennethkalmer.github.com/powerdns-on-rails/,1
bollywoodloungeparis.com/rapports/verification-security/98c1002b055692e3ebed27b0b78feb01/,1
https://www.lepnetwork.net,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cqVkYKwQrFSZK7dkFWHBJsHlfE6_3EsYwCUrYc5p1YrCf-M0IhLOlwdScmG5vG7iUlNCVs_PYmsBzSoEyGy7AX7ob6fM7Ir7_7Ik3q9VIY2_ELKUt-tFBop3EF14ygnpkJGVAJIDF8MxU7k45vbTWrNbRtKLLsWQ6BVxR9owIt6yntJcIqfChGrfSOR9dEos0z0zSIjDvvtdqmgqIryS51n_rOUHg\%3D\%3D&amp;attredirects=0',1
melangestores.com/account/,1
news.cnet.com/2100-1040-866739.html,0
https://layananverifikasi-identitas.webnode.page/,1
http://att-loggin-1545.weeblysite.com/,1
https://www.vintrace.com,0
tripadvisor.com/Attraction_Review-g155025-d671839-Reviews-Flavour_Route_Route_des_Saveurs-Quebec.html,0
ballaratgenealogy.org.au/Cemetery%20Pitfield%20(Cape%20Clear)%201856-1871.htm,0
https://www.tryhealthier.com,0
blackmetal.com/cgi-bin/gold/category.cgi?category=search&item=HPO2CD&type=store,0
lgbt.newark.rutgers.edu/,0
users.breathe.com/penhallow/,0
ebookbrowse.com/the-social-intranet-where-work-gets-done-pdf-d139009081,1
solmet-slusarstwo.jaw.pl/Informationen.html,1
http://createchsoft.com/wp-includes/js/crop/cm,1
https://gofishingcancun.com/attRR/,1
www.inetba.com/westerndesign/,1
http://cy40981.tw1.ru/sg/ecde2cc4412a5b2/index.php?lsg_ecde2cc4412a5b255,1
bradriddell.com/,0
https://emmerentia.net.za/bankofamerica/bankofamerica/bankofamerica/step2.php,1
users.otenet.gr/~garof/progs/,0
www.cuc.ucc.ie/ispdc-heteropar04/,0
lostandfoundfamilythemovie.com/,0
http://0202sb.com/,1
http://www.e-mailer.cf,1
broncesdecolombia.com/plugins/banreservas.com.do/fportal/default.php,1
https://www.cwva.org,0
genforum.genealogy.com/leblanc/,0
fanpop.com/spots/penguins-of-madagascar/images,0
lead411.com/Mike_Clements_217369.html,0
http://www.zelmau.cf,1
https://vikatmillers.com/.well-known/acme-challenge/4194951919/,1
https://shared-documentupload.myportfolio.com/,1
https://www.wpdi.org,0
lyricsg.com/100823/sunset-rubdown/us-ones-in-between-lyrics,0
domaincoleta.com/whois/frommfamily.com,0
facebook.com/pages/Technology-Access-Television/47639415553,0
ashevillewebhost.com/templates/as002029/9973207324/143493053/,0
http://fb-recovery-10000076924-it.tk/update_security.htm,1
www.cpicorona.es/file,0
yellowpages.ca/bus/Quebec/Montreal/Residence-Ignace-Bourget/2512341.html,0
blogs.loughboroughecho.net/goaltastic/2011/09/anzhi-target-gerrard-and-lampa.html,0
mandelman.ml-implode.com/2009/05/california-senate-passes-sb-94-legislation-now-up-to-state-assembly/,0
cielo-premios.deguir.net/cielo2014/copa-7/,1
mapmyride.com/s/routes/view/bike-ride-map/michigan/lowell/19705568,0
hs.iastate.edu/,0
