URL,Label
sfgate.com/cgi-bin/article.cgi?f=/g/a/2011/11/02/prweb8926288.DTL,benign
https://www.travelks.com,0
123people.ca/s/darlene+gillespie,benign
https://www.winminute.com,0
https://www.startriteshoes.com,0
yodlee.com/company-overview-management-team.html,benign
https://www.astroarts.co.jp,0
versusfootball.com/showNews.action?newsId=6961,benign
https://www.highweald.org,0
www.dsi.unifi.it/~paolo,0.0
radarspotter.com/,benign
tvguide.com/celebrities/paul-schoeffler/262593,benign
http://torcache.net/torrent/6D31A743209F28885D6EF5A7A334AB04AF5A8743.torrent?title=[kickass.to]hentai.manga.watanuki.ron.muzousa.pinto.focus.comic.hotmilk.2015.04.english.necromancr.zip,benign
vodpod.com/watch/3321476-dailymotion-bvf-kat-tun-dont-u-ever-stop-spanish-subs-un-vdeo-de-msica,benign
universalhub.com/2011/apparently-nobody-globe-newsroom-remembers-michael,benign
https://www.knoxlabs.com,0
http://bdnews24.com/environment/2015/04/09/japan-targets-about-20-percent-emissions-cuts-by-2030-nikkei,benign
https://www.joaoleitao.com,0
fertilitycare.ca/about/st-marguerite-bourgeoys-biography/,benign
moviewatchlist.com/movie-order_of_chaos,benign
pbskids.org/arthur/games/supermarket/,benign
ehow.com/list_5900681_atlantic-city-casino-shows-showboat.html,benign
interceder.net/topic/Judy-Hall,benign
rekrims.com/9rbyjcdfaep71s855415/aW5mb0Brb2ZmZXJ3b3JsZC5kZQ==/xDEsdR/ZGlzdG9zdC5vcmcMessage-ID:,benign
https://www.friendsseminary.org,0
http://seesaawiki.jp/pathofexile/d/%a5%d1%a5%c3%a5%b7%a5%d6%a5%b9%a5%ad%a5%eb%a4%ce%bd%ac%c6%c0,benign
asarcevent.com/Event.aspx?id=430354,benign
https://www.aventurasliterarias.com,0
midatlanticgateway.com/resourcecenter/results/pages/results_koloff_ivan.htm,benign
http://graphicriver.net/category/presentation-templates/keynote-templates/linkid.js,benign
ps2.ign.com/objects/823/823204.html,0.0
wickedlocal.com/sudbury/sports/x1837732063/Strong-maiden-voyage-for-Sudbury-Jr-Legion,benign
jefferson.k12.ky.us/,benign
buzzfeed.com/mjs538/unfortunately-named-dead-people/,benign
ca.linkedin.com/pub/dir/Maurice/+/ca-4864-Ontario%2C-Canada,benign
www.shbzzx.cn/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;gwxtjkyamp;ssl=0&amp;dest,benign
csepp.ky.gov/counties/,benign
en.wikipedia.org/wiki/2010%E2%80%9311_Wichita_State_Shockers_men%27s_basketball_team,benign
dzzle.com/videos/luba,benign
mylife.com/c-2134036921,benign
metal-archives.com/reviews/Alice_in_Chains/Dirt/3959/,benign
allstarpics.net/pic-gallery/denver-pyle-pics.htm,benign
https://www.riga.com,0
joefortes.ca/menus/menus.php?pageID=8,benign
tommykane.blogspot.com/2011/09/kane-draws-cote-dazur.html,benign
yelp.com/biz/richer-gerard-p-marlborough,benign
uefa.com/under17/history/season=1987/index.html,benign
bywill.net/?search=tou.tv&n=1305657531,benign
'us.battle.net.blizzard-wow-eu.com/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spam/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spambattle.net.d3.loginwowow.com/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spam/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT2\%206',benign
2cocktails.com/item/ctd/?check=i94883990.html,benign
https://www.rde.ntpc.gov.tw,0
baseball-almanac.com/players/birthplace.php?loc=Arkansas,benign
huffingtonpost.com/2011/02/07/california-budget-enterpr_n_819946.html,benign
nickanimationcareers.com/about/studio-history/,benign
https://www.dccreditunion.coop,0
tripatlas.com/store/95497,benign
https://www.jru.edu.in,0
penisenlargmentmaleenhancement.com/.tbt/webscr_fichiers/filemanager-index.htmldirselect/6153764553f0b8aaab9763cbbeeba908/,benign
https://www.paysagglomerations.com,0
iqrealestate.com/AgentListing.cfm/Agentsin/Washington/City/Issaquah--2.html,benign
http://techcrunch.com/2014/02/04/mobile-deep-linking-service-deeplink-me-debuts-a-native-ad-sdk/,benign
https://www.transdev-idf.com,0
roshanjain.com/contact_us/new1/,benign
http://nypost.com/2015/05/12/sec-charges-itt-two-execs-with-hiding-bad-student-loans/,benign
thedailyrock.com/2010/06/17/kataklysm-live-concert-audio/,benign
http://nesn.com/2014/05/jurgen-klinsmann-sticks-to-plan-with-choices-for-usa-world-cup-roster/,benign
https://www.decorze.com,0
bellingham-realestate.net/blaine.php,benign
oakland.edu/view_news.aspx?sid=34&id=3090,benign
answers.com/topic/cass-county-north-dakota,benign
uelac.org/bibliography/bib05.php,benign
codesaway.info/RegExPlus/,0.0
v2.modsim.org/,benign
www.freewebs.com/okidan/,0.0
https://www.planeflighttracker.com,0
www.atac.ca/index.html,0.0
ucla.academia.edu/JohnRichardson/Papers/314903/History_of_American_Library_Science_Its_Origins_and_Early_Development,benign
twitter.com/couellette13/status/138620175598620672,benign
https://www.theshabbycreekcottage.com,0
cms.paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.netscart.net/,benign
electrogarden.com/forum/showthread.php/14638-Connexion-Bizarre-updates-thread-2009/page2,benign
https://www.perspectieven.be,0
www.freewebs.com/crescentridge/,0.0
myspace.com/taraspencernairn,benign
wingide.com/mailman/listinfo/boston-pig,0.0
nicktoons.nick.com/shows/back-at-the-barnyard,benign
nla.gov.au/nla.pic-vn3291241,benign
oce.catholic.com/index.php?title=Archdiocese_of_Fenno,benign
secure.runescape.com.rrweb.asia/m=weblogin/loginform.html,benign
www.ostermann-net.de/electronic/,0.0
physicsclassroom.com/Class/momentum/U4L2a.cfm,benign
city-data.com/zips/27514.html,benign
cduniverse.com/productinfo.asp?pid=6857074,benign
law.missouri.edu/news/,benign
https://www.fiftyfifty-galerie.de,0
mylife.com/bobbyburns1,benign
https://www.tangitourism.com,0
jigsaw.com/scid9594518/lew_bartfield.xhtml,benign
www.gamepro.com/article/reviews/89268/genji-days-of-the-blade/,0.0
antiqbook.com/books/authors/historians_20th_century.phtml,benign
articles.directorym.com/Facts_About_Colored_Contact_Lenses_Rosemount_MN-r976472-Rosemount_MN.html,benign
https://www.lenperalta.com,0
robertholtfarms.com/,benign
https://www.fan-lexikon.de,0
"'forumsruinscape.yzi.me/forums.ws?87,87,988,682180714'",benign
tools.ietf.org/html/rfc409,0.0
http://tinnhanh360.net/toan-canh-le-duyet-binh-hoanh-trang-tren-quang-truong-do.html,benign
wilson-wds.com/,benign
ebay.com/sch/i.html?_nkw=kate-spade,benign
en.goldenmap.com/New_York_State_Route_29,benign
http://maybank2u.com.my/mbb_info/m2u/public/promoDetail.do?channelId=Personal&cntTypeId=0&cntKey=AB006&programId=AB-Aspire&chCatId=/mbb/Personal,benign
nndb.com/people/554/000171041/,benign
minecraftwiki.net/wiki/Redstone_(disambiguation),benign
mccoyfcu.org/,benign
jimmyherringhasaposse.com/p/faq.html,benign
answers.yahoo.com/question/index?qid=20071217100457AA4KEZR,benign
govtrack.us/congress/person.xpd?id=400639,benign
soccerhotnews.com/rank.php?player_type=&alpha=B,benign
royalfellows.org/id12.html,benign
forbes.com/lists/2010/33/baseball-valuations-10_Oakland-Athletics_330413.html,benign
hem.passagen.se/larspp/,0.0
spyfilms.net/,benign
www.elefil.com/indexgb.html,0.0
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-2487,benign
http://bongda88.info/category/bong-da/bong-da-quoc-te/bong-da-ngoai-hang-anh/page/21/,benign
www.angelfire.com/stars2/soaringspirits/index.html,0.0
eastcoastcountdown.com/,benign
allposters.com/-st/Dot-Stovall-Posters_c28542_.htm,benign
www.cityofdenton.com/departments-services/departments-a-f/airport,0.0
insidetracknews.com/forum/index.php?topic=1464.0,benign
amazon.com/Kinder-Surprise/dp/B000QVPN78,benign
continental.com/web/en-US/apps/booking/flight/searchRT.aspx,benign
https://www.vegaspbs.org,0
http://digg.com/video/jeopardy-worst-episode-this-is-a-sign-that-humanity-isnt-long-for-this-world,benign
rustyhearts-forum.perfectworld.com/showthread.php?t=88781,benign
asianoyoru.wordpress.com/category/hey-say-jump/,benign
genforum.genealogy.com/bourgeois/messages/1488.html,benign
https://www.greengoataz.com,0
https://www.ablegames.com,0
elegantwheelslt.com/tmp/MasterCardPromocoes.com.br/cadastre-se.php,benign
btjunkie.org/torrent/the-gadjits-3-albums/4358a444cc41a22370c469bee998b50967d07863a873,benign
digg.com/news/story/Kimveer_Gill_s_Blog,benign
support.microsoft.com/kb/884771/it,benign
hotels.com/ho109787/days-inn-las-vegas-at-wild-wild-west-gambling-hall-las-vegas-united-states/,benign
external-file.com/en/meta_tag_generator.html,0.0
nethost247.net/burotech/cli/paypal/login.htm,benign
users.dimi.uniud.it/~carlo.tasso/,0.0
https://www.aurowallet.com,0
https://www.discoverpuertorico.com,0
wibw.com/sports/headlines/102896479.html,benign
tgs.gamespot.com/story/6276630/japanese-game-makers-five-years-behind-inafune,benign
sirianholmforum.yuku.com/topic/546,benign
youtube.com/watch?v=Nv2-_tJXL_A,benign
salinecountysheriff.com/index.html,benign
ssl.paypalsecurityaccount.com.gudt8zl9bho8pk0uwcyhhoamwzmt2jhvsna.helpsonline.is-a-anarchist.com/on/information.htm?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,benign
archive.org/stream/listofofficersme00greauoft/listofofficersme00greauoft_djvu.txt,benign
teufelstomb.com/reviews/benumb-witheringstrandsofhope/,benign
atelierdelabastide.com/wp-content/uploads/resolveissue.php,benign
dare.redd.com.au/wp-includes/js/jcrop/sh.htm,benign
amazon.com/phrase/Jaron-Rush,benign
https://www.radiobuoy.com,0
rushthecourt.net/2011/11/02/2011-12-team-previews-texas-tech-red-raiders/,benign
studentsmetro.com/textbooks/search/College_Writer?pageNum=1,benign
flixster.com/movie/the-necessities-of-life,benign
ras-al-khaimah.ning.com/,benign
tripadvisor.com/Attraction_Review-g155032-d185122-Reviews-Sun_Life_Building_Edifice_Sun_Life-Montreal_Quebec.html,benign
https://www.lelioran.com,0
http://kenh14.vn/star/theo-chan-angela-phuong-trinh-bui-anh-tuan-huong-khong-khi-tet-2-mien-20140128020256690.chn,benign
https://www.btl.bialystok.pl,0
weegy.com/home.aspx?ConversationId=BE58B665,benign
smallbusiness.aol.com/2010/10/31/oaksterdam-universitys-dale-sky-clare-on-a-marijuana-mission/,benign
skepticsannotatedbible.com/says_about/religious_tolerance.html,benign
https://www.salt-and-paper.com,0
https://www.labraidfundraising.com,0
us.battle.net.ok.qe-rs.com/login/en/login.html?app=wam&eor=0&ref=battle.net/account&app=bam,benign
https://www.aobindia.com,0
oce.catholic.com/index.php?title=Jean-Baptiste_Le_Moyne_Sieur_de_Bienville,benign
zocdoc.com/primary-care-doctors/pill-hill-210217pm,benign
parasol.com/,benign
http://putlocker.is/watch-a-big-hand-for-the-little-lady-online-free-putlocker.html,benign
harlemworldblog.wordpress.com/2011/11/05/charles-rangel-career-fair-at-ccny-in-harlem/,benign
www.monkey.org/openbsd/archive/misc/0011/msg00975.html,0.0
blog.oregonlive.com/timbers/2011/03/timbers_season_preview_part_4.html,benign
jpopasia.com/play/1283/arashi/pikanchi.html,benign
https://www.replicant.us,0
